Sport,Discipline,Code,Sports Governing Body,Year,Event_Count
Triathlon,Triathlon,TRI,World Triathlon,2000,2
Tug of War,Tug of War,TOW,TWIF,2000,0
Volleyball,Beach,VBV,FIVB,2000,2
Volleyball,Indoor,VVO,FIVB,2000,2
Water Motorsports,,PBT,UIM,2000,0
Weightlifting,Weightlifting,WLF,IWF,2000,15
Wrestling,Freestyle,WRF,UWW,2000,8
Wrestling,Greco-Roman,WRG,UWW,2000,8
Skating,Figure,FSK,ISU,2000,0
Ice Hockey,Ice Hockey,IHO,IIHF,2000,0
Aquatics,Artistic Swimming,SWA,World Aquatics,2004,2
Aquatics,Diving,DIV,World Aquatics,2004,8
Aquatics,Marathon Swimming,OWS,World Aquatics,2004,0
Aquatics,Swimming,SWM,World Aquatics,2004,32
Aquatics,Water Polo,WPO,World Aquatics,2004,2
Archery,Archery,ARC,World Archery,2004,4
Athletics,Athletics,ATH,World Athletics,2004,46
Badminton,Badminton,BDM,BWF,2004,5
Baseball?and Softball,Baseball,BSB,WBSC,2004,1
Baseball?and Softball,Softball,SBL,WBSC,2004,1
Basketball,3x3,BK3,FIBA,2004,0
Basketball,Basketball,BKB,FIBA,2004,2
Basque Pelota,Basque Pelota,PEL,FIPV,2004,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,2004,11
Breaking,Breaking,BKG,WDSF,2004,0
Canoeing,Sprint,CSP,ICF,2004,12
Canoeing,Slalom,CSL,ICF,2004,4
Cricket,Cricket,CKT,ICC,2004,0
Croquet,Croquet,CQT,WCF,2004,0
Cycling,BMX Freestyle,BMF,UCI,2004,0
Cycling,BMX Racing,BMX,UCI,2004,0
Cycling,Mountain Bike,MTB,UCI,2004,2
Cycling,Road,CRD,UCI,2004,4
Cycling,Track,CTR,UCI,2004,12
Equestrian,Dressage,EDR,FEI,2004,2
Equestrian,Eventing,EVE,FEI,2004,2
Equestrian,Jumping,EJP,FEI,2004,2
Equestrian,Vaulting,EVL,FEI,2004,0
Equestrian,Driving,EDV,FEI,2004,0
Fencing,Fencing,FEN,FIE,2004,10
Field hockey,Field hockey,HOC,FIH,2004,2
Flag football,Flag football,AFB,IFAF,2004,0
Football,Football,FBL,FIFA,2004,2
Golf,Golf,GLF,IGF,2004,0
Gymnastics,Artistic,GAR,FIG,2004,14
Gymnastics,Rhythmic,GRY,FIG,2004,2
Gymnastics,Trampoline,GTR,FIG,2004,2
Handball,Indoor,HBL,IHF,2004,2
Handball,Field,HBL,IHF,2004,0
Jeu de Paume,Jeu de Paume,?,?,2004,0
Judo,Judo,JUD,IJF,2004,14
Karate,Karate,KTE,WKF,2004,0
Lacrosse,Sixes,LAX,WL,2004,0
Lacrosse,Field,LAX,WL,2004,0
Modern Pentathlon,,MPN,UIPM,2004,2
Polo,Polo,POL,FIP,2004,0
Rackets,Rackets,RQT,?,2004,0
Roque,Roque,?,?,2004,0
Rowing,Coastal,ROC,World Rowing,2004,0
Rowing,Rowing,ROW,World Rowing,2004,14
Rugby,Sevens,RU7,World Rugby,2004,0
Rugby,Union,RUG,World Rugby,2004,0
Sailing,Sailing,SAL,World Sailing,2004,11
Shooting,Shooting,SHO,ISSF,2004,17
Skateboarding,Skateboarding,SKB,World Skate,2004,0
Sport Climbing,Sport Climbing,CLB,IFSC,2004,0
Squash,Squash,SQU,WSF,2004,0
Surfing,Surfing,SRF,ISA,2004,0
Table Tennis,Table Tennis,TTE,ITTF,2004,4
Taekwondo,Taekwondo,TKW,World Taekwondo,2004,8
Tennis,Tennis,TEN,ITF,2004,4
Triathlon,Triathlon,TRI,World Triathlon,2004,2
Tug of War,Tug of War,TOW,TWIF,2004,0
Volleyball,Beach,VBV,FIVB,2004,2
Volleyball,Indoor,VVO,FIVB,2004,2
Water Motorsports,,PBT,UIM,2004,0
Weightlifting,Weightlifting,WLF,IWF,2004,15
Wrestling,Freestyle,WRF,UWW,2004,11
Wrestling,Greco-Roman,WRG,UWW,2004,7
Skating,Figure,FSK,ISU,2004,0
Ice Hockey,Ice Hockey,IHO,IIHF,2004,0
Aquatics,Artistic Swimming,SWA,World Aquatics,2008,2
Aquatics,Diving,DIV,World Aquatics,2008,8
Aquatics,Marathon Swimming,OWS,World Aquatics,2008,2
Aquatics,Swimming,SWM,World Aquatics,2008,32
Aquatics,Water Polo,WPO,World Aquatics,2008,2
Archery,Archery,ARC,World Archery,2008,4
Athletics,Athletics,ATH,World Athletics,2008,47
Badminton,Badminton,BDM,BWF,2008,5
Baseball?and Softball,Baseball,BSB,WBSC,2008,1
Baseball?and Softball,Softball,SBL,WBSC,2008,1
Basketball,3x3,BK3,FIBA,2008,0
Basketball,Basketball,BKB,FIBA,2008,2
Basque Pelota,Basque Pelota,PEL,FIPV,2008,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,2008,11
Breaking,Breaking,BKG,WDSF,2008,0
Canoeing,Sprint,CSP,ICF,2008,12
Canoeing,Slalom,CSL,ICF,2008,4
Cricket,Cricket,CKT,ICC,2008,0
Croquet,Croquet,CQT,WCF,2008,0
Cycling,BMX Freestyle,BMF,UCI,2008,0
Cycling,BMX Racing,BMX,UCI,2008,2
Cycling,Mountain Bike,MTB,UCI,2008,2
Cycling,Road,CRD,UCI,2008,4
Cycling,Track,CTR,UCI,2008,10
Equestrian,Dressage,EDR,FEI,2008,2
Equestrian,Eventing,EVE,FEI,2008,2
Equestrian,Jumping,EJP,FEI,2008,2
Equestrian,Vaulting,EVL,FEI,2008,0
Equestrian,Driving,EDV,FEI,2008,0
Fencing,Fencing,FEN,FIE,2008,10
Field hockey,Field hockey,HOC,FIH,2008,2
Flag football,Flag football,AFB,IFAF,2008,0
Football,Football,FBL,FIFA,2008,2
Golf,Golf,GLF,IGF,2008,0
Gymnastics,Artistic,GAR,FIG,2008,14
Gymnastics,Rhythmic,GRY,FIG,2008,2
Gymnastics,Trampoline,GTR,FIG,2008,2
Handball,Indoor,HBL,IHF,2008,2
Handball,Field,HBL,IHF,2008,0
Jeu de Paume,Jeu de Paume,?,?,2008,0
Judo,Judo,JUD,IJF,2008,14
Karate,Karate,KTE,WKF,2008,0
Lacrosse,Sixes,LAX,WL,2008,0
Lacrosse,Field,LAX,WL,2008,0
Modern Pentathlon,,MPN,UIPM,2008,2
Polo,Polo,POL,FIP,2008,0
Rackets,Rackets,RQT,?,2008,0
Roque,Roque,?,?,2008,0
Rowing,Coastal,ROC,World Rowing,2008,0
Rowing,Rowing,ROW,World Rowing,2008,14
Rugby,Sevens,RU7,World Rugby,2008,0
Rugby,Union,RUG,World Rugby,2008,0
Sailing,Sailing,SAL,World Sailing,2008,11
Shooting,Shooting,SHO,ISSF,2008,15
Skateboarding,Skateboarding,SKB,World Skate,2008,0
Sport Climbing,Sport Climbing,CLB,IFSC,2008,0
Squash,Squash,SQU,WSF,2008,0
Surfing,Surfing,SRF,ISA,2008,0
Table Tennis,Table Tennis,TTE,ITTF,2008,4
Taekwondo,Taekwondo,TKW,World Taekwondo,2008,8
Tennis,Tennis,TEN,ITF,2008,4
Triathlon,Triathlon,TRI,World Triathlon,2008,2
Tug of War,Tug of War,TOW,TWIF,2008,0
Volleyball,Beach,VBV,FIVB,2008,2
Volleyball,Indoor,VVO,FIVB,2008,2
Water Motorsports,,PBT,UIM,2008,0
Weightlifting,Weightlifting,WLF,IWF,2008,15
Wrestling,Freestyle,WRF,UWW,2008,11
Wrestling,Greco-Roman,WRG,UWW,2008,7
Skating,Figure,FSK,ISU,2008,0
Ice Hockey,Ice Hockey,IHO,IIHF,2008,0
Aquatics,Artistic Swimming,SWA,World Aquatics,2012,2
Aquatics,Diving,DIV,World Aquatics,2012,8
Aquatics,Marathon Swimming,OWS,World Aquatics,2012,2
Aquatics,Swimming,SWM,World Aquatics,2012,32
Aquatics,Water Polo,WPO,World Aquatics,2012,2
Archery,Archery,ARC,World Archery,2012,4
Athletics,Athletics,ATH,World Athletics,2012,47
Badminton,Badminton,BDM,BWF,2012,5
Baseball?and Softball,Baseball,BSB,WBSC,2012,0
Baseball?and Softball,Softball,SBL,WBSC,2012,0
Basketball,3x3,BK3,FIBA,2012,0
Basketball,Basketball,BKB,FIBA,2012,2
Basque Pelota,Basque Pelota,PEL,FIPV,2012,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,2012,13
Breaking,Breaking,BKG,WDSF,2012,0
Canoeing,Sprint,CSP,ICF,2012,12
Canoeing,Slalom,CSL,ICF,2012,4
Cricket,Cricket,CKT,ICC,2012,0
Croquet,Croquet,CQT,WCF,2012,0
Cycling,BMX Freestyle,BMF,UCI,2012,0
Cycling,BMX Racing,BMX,UCI,2012,2
Cycling,Mountain Bike,MTB,UCI,2012,2
Cycling,Road,CRD,UCI,2012,4
Cycling,Track,CTR,UCI,2012,10
Equestrian,Dressage,EDR,FEI,2012,2
Equestrian,Eventing,EVE,FEI,2012,2
Equestrian,Jumping,EJP,FEI,2012,2
Equestrian,Vaulting,EVL,FEI,2012,0
Equestrian,Driving,EDV,FEI,2012,0
Fencing,Fencing,FEN,FIE,2012,10
Field hockey,Field hockey,HOC,FIH,2012,2
Flag football,Flag football,AFB,IFAF,2012,0
Football,Football,FBL,FIFA,2012,2
Golf,Golf,GLF,IGF,2012,0
Gymnastics,Artistic,GAR,FIG,2012,14
Gymnastics,Rhythmic,GRY,FIG,2012,2
Gymnastics,Trampoline,GTR,FIG,2012,2
Handball,Indoor,HBL,IHF,2012,2
Handball,Field,HBL,IHF,2012,0
Jeu de Paume,Jeu de Paume,?,?,2012,0
Judo,Judo,JUD,IJF,2012,14
Karate,Karate,KTE,WKF,2012,0
Lacrosse,Sixes,LAX,WL,2012,0
Lacrosse,Field,LAX,WL,2012,0
Modern Pentathlon,,MPN,UIPM,2012,2
Polo,Polo,POL,FIP,2012,0
Rackets,Rackets,RQT,?,2012,0
Roque,Roque,?,?,2012,0
Rowing,Coastal,ROC,World Rowing,2012,0
Rowing,Rowing,ROW,World Rowing,2012,14
Rugby,Sevens,RU7,World Rugby,2012,0
Rugby,Union,RUG,World Rugby,2012,0
Sailing,Sailing,SAL,World Sailing,2012,10
Shooting,Shooting,SHO,ISSF,2012,15
Skateboarding,Skateboarding,SKB,World Skate,2012,0
Sport Climbing,Sport Climbing,CLB,IFSC,2012,0
Squash,Squash,SQU,WSF,2012,0
Surfing,Surfing,SRF,ISA,2012,0
Table Tennis,Table Tennis,TTE,ITTF,2012,4
Taekwondo,Taekwondo,TKW,World Taekwondo,2012,8
Tennis,Tennis,TEN,ITF,2012,5
Triathlon,Triathlon,TRI,World Triathlon,2012,2
Tug of War,Tug of War,TOW,TWIF,2012,0
Volleyball,Beach,VBV,FIVB,2012,2
Volleyball,Indoor,VVO,FIVB,2012,2
Water Motorsports,,PBT,UIM,2012,0
Weightlifting,Weightlifting,WLF,IWF,2012,15
Wrestling,Freestyle,WRF,UWW,2012,11
Wrestling,Greco-Roman,WRG,UWW,2012,7
Skating,Figure,FSK,ISU,2012,0
Ice Hockey,Ice Hockey,IHO,IIHF,2012,0
Aquatics,Artistic Swimming,SWA,World Aquatics,2016,2
Aquatics,Diving,DIV,World Aquatics,2016,8
Aquatics,Marathon Swimming,OWS,World Aquatics,2016,2
Aquatics,Swimming,SWM,World Aquatics,2016,32
Aquatics,Water Polo,WPO,World Aquatics,2016,2
Archery,Archery,ARC,World Archery,2016,4
Athletics,Athletics,ATH,World Athletics,2016,47
Badminton,Badminton,BDM,BWF,2016,5
Baseball?and Softball,Baseball,BSB,WBSC,2016,0
Baseball?and Softball,Softball,SBL,WBSC,2016,0
Basketball,3x3,BK3,FIBA,2016,0
Basketball,Basketball,BKB,FIBA,2016,2
Basque Pelota,Basque Pelota,PEL,FIPV,2016,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,2016,13
Breaking,Breaking,BKG,WDSF,2016,0
Canoeing,Sprint,CSP,ICF,2016,12
Canoeing,Slalom,CSL,ICF,2016,4
Cricket,Cricket,CKT,ICC,2016,0
Croquet,Croquet,CQT,WCF,2016,0
Cycling,BMX Freestyle,BMF,UCI,2016,0
Cycling,BMX Racing,BMX,UCI,2016,2
Cycling,Mountain Bike,MTB,UCI,2016,2
Cycling,Road,CRD,UCI,2016,4
Cycling,Track,CTR,UCI,2016,10
Equestrian,Dressage,EDR,FEI,2016,2
Equestrian,Eventing,EVE,FEI,2016,2
Equestrian,Jumping,EJP,FEI,2016,2
Equestrian,Vaulting,EVL,FEI,2016,0
Equestrian,Driving,EDV,FEI,2016,0
Fencing,Fencing,FEN,FIE,2016,10
Field hockey,Field hockey,HOC,FIH,2016,2
Flag football,Flag football,AFB,IFAF,2016,0
Football,Football,FBL,FIFA,2016,2
Golf,Golf,GLF,IGF,2016,2
Gymnastics,Artistic,GAR,FIG,2016,14
Gymnastics,Rhythmic,GRY,FIG,2016,2
Gymnastics,Trampoline,GTR,FIG,2016,2
Handball,Indoor,HBL,IHF,2016,2
Handball,Field,HBL,IHF,2016,0
Jeu de Paume,Jeu de Paume,?,?,2016,0
Judo,Judo,JUD,IJF,2016,14
Karate,Karate,KTE,WKF,2016,0
Lacrosse,Sixes,LAX,WL,2016,0
Lacrosse,Field,LAX,WL,2016,0
Modern Pentathlon,,MPN,UIPM,2016,2
Polo,Polo,POL,FIP,2016,0
Rackets,Rackets,RQT,?,2016,0
Roque,Roque,?,?,2016,0
Rowing,Coastal,ROC,World Rowing,2016,0
Rowing,Rowing,ROW,World Rowing,2016,14
Rugby,Sevens,RU7,World Rugby,2016,2
Rugby,Union,RUG,World Rugby,2016,0
Sailing,Sailing,SAL,World Sailing,2016,10
Shooting,Shooting,SHO,ISSF,2016,15
Skateboarding,Skateboarding,SKB,World Skate,2016,0
Sport Climbing,Sport Climbing,CLB,IFSC,2016,0
Squash,Squash,SQU,WSF,2016,0
Surfing,Surfing,SRF,ISA,2016,0
Table Tennis,Table Tennis,TTE,ITTF,2016,4
Taekwondo,Taekwondo,TKW,World Taekwondo,2016,8
Tennis,Tennis,TEN,ITF,2016,5
Triathlon,Triathlon,TRI,World Triathlon,2016,2
Tug of War,Tug of War,TOW,TWIF,2016,0
Volleyball,Beach,VBV,FIVB,2016,2
Volleyball,Indoor,VVO,FIVB,2016,2
Water Motorsports,,PBT,UIM,2016,0
Weightlifting,Weightlifting,WLF,IWF,2016,15
Wrestling,Freestyle,WRF,UWW,2016,12
Wrestling,Greco-Roman,WRG,UWW,2016,6
Skating,Figure,FSK,ISU,2016,0
Ice Hockey,Ice Hockey,IHO,IIHF,2016,0
Aquatics,Artistic Swimming,SWA,World Aquatics,2020,2
Aquatics,Diving,DIV,World Aquatics,2020,8
Aquatics,Marathon Swimming,OWS,World Aquatics,2020,2
Aquatics,Swimming,SWM,World Aquatics,2020,35
Aquatics,Water Polo,WPO,World Aquatics,2020,2
Archery,Archery,ARC,World Archery,2020,5
Athletics,Athletics,ATH,World Athletics,2020,48
Badminton,Badminton,BDM,BWF,2020,5
Baseball?and Softball,Baseball,BSB,WBSC,2020,1
Baseball?and Softball,Softball,SBL,WBSC,2020,1
Basketball,3x3,BK3,FIBA,2020,2
Basketball,Basketball,BKB,FIBA,2020,2
Basque Pelota,Basque Pelota,PEL,FIPV,2020,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,2020,13
Breaking,Breaking,BKG,WDSF,2020,0
Canoeing,Sprint,CSP,ICF,2020,12
Canoeing,Slalom,CSL,ICF,2020,4
Cricket,Cricket,CKT,ICC,2020,0
Croquet,Croquet,CQT,WCF,2020,0
Cycling,BMX Freestyle,BMF,UCI,2020,2
Cycling,BMX Racing,BMX,UCI,2020,2
Cycling,Mountain Bike,MTB,UCI,2020,2
Cycling,Road,CRD,UCI,2020,4
Cycling,Track,CTR,UCI,2020,12
Equestrian,Dressage,EDR,FEI,2020,2
Equestrian,Eventing,EVE,FEI,2020,2
Equestrian,Jumping,EJP,FEI,2020,2
Equestrian,Vaulting,EVL,FEI,2020,0
Equestrian,Driving,EDV,FEI,2020,0
Fencing,Fencing,FEN,FIE,2020,12
Field hockey,Field hockey,HOC,FIH,2020,2
Flag football,Flag football,AFB,IFAF,2020,0
Football,Football,FBL,FIFA,2020,2
Golf,Golf,GLF,IGF,2020,2
Gymnastics,Artistic,GAR,FIG,2020,14
Gymnastics,Rhythmic,GRY,FIG,2020,2
Gymnastics,Trampoline,GTR,FIG,2020,2
Handball,Indoor,HBL,IHF,2020,2
Handball,Field,HBL,IHF,2020,0
Jeu de Paume,Jeu de Paume,?,?,2020,0
Judo,Judo,JUD,IJF,2020,15
Karate,Karate,KTE,WKF,2020,8
Lacrosse,Sixes,LAX,WL,2020,0
Lacrosse,Field,LAX,WL,2020,0
Modern Pentathlon,,MPN,UIPM,2020,2
Polo,Polo,POL,FIP,2020,0
Rackets,Rackets,RQT,?,2020,0
Roque,Roque,?,?,2020,0
Rowing,Coastal,ROC,World Rowing,2020,0
Rowing,Rowing,ROW,World Rowing,2020,14
Rugby,Sevens,RU7,World Rugby,2020,2
Rugby,Union,RUG,World Rugby,2020,0
Sailing,Sailing,SAL,World Sailing,2020,10
Shooting,Shooting,SHO,ISSF,2020,15
Skateboarding,Skateboarding,SKB,World Skate,2020,4
Sport Climbing,Sport Climbing,CLB,IFSC,2020,2
Squash,Squash,SQU,WSF,2020,0
Surfing,Surfing,SRF,ISA,2020,2
Table Tennis,Table Tennis,TTE,ITTF,2020,5
Taekwondo,Taekwondo,TKW,World Taekwondo,2020,8
Tennis,Tennis,TEN,ITF,2020,5
Triathlon,Triathlon,TRI,World Triathlon,2020,3
Tug of War,Tug of War,TOW,TWIF,2020,0
Volleyball,Beach,VBV,FIVB,2020,2
Volleyball,Indoor,VVO,FIVB,2020,2
Water Motorsports,,PBT,UIM,2020,0
Weightlifting,Weightlifting,WLF,IWF,2020,14
Wrestling,Freestyle,WRF,UWW,2020,12
Wrestling,Greco-Roman,WRG,UWW,2020,6
Skating,Figure,FSK,ISU,2020,0
Ice Hockey,Ice Hockey,IHO,IIHF,2020,0
Aquatics,Artistic Swimming,SWA,World Aquatics,2024,2
Aquatics,Diving,DIV,World Aquatics,2024,8
Aquatics,Marathon Swimming,OWS,World Aquatics,2024,2
Aquatics,Swimming,SWM,World Aquatics,2024,35
Aquatics,Water Polo,WPO,World Aquatics,2024,2
Archery,Archery,ARC,World Archery,2024,5
Athletics,Athletics,ATH,World Athletics,2024,48
Badminton,Badminton,BDM,BWF,2024,5
Baseball?and Softball,Baseball,BSB,WBSC,2024,0
Baseball?and Softball,Softball,SBL,WBSC,2024,0
Basketball,3x3,BK3,FIBA,2024,2
Basketball,Basketball,BKB,FIBA,2024,2
Basque Pelota,Basque Pelota,PEL,FIPV,2024,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,2024,13
Breaking,Breaking,BKG,WDSF,2024,2
Canoeing,Sprint,CSP,ICF,2024,10
Canoeing,Slalom,CSL,ICF,2024,6
Cricket,Cricket,CKT,ICC,2024,0
Croquet,Croquet,CQT,WCF,2024,0
Cycling,BMX Freestyle,BMF,UCI,2024,2
Cycling,BMX Racing,BMX,UCI,2024,2
Cycling,Mountain Bike,MTB,UCI,2024,2
Cycling,Road,CRD,UCI,2024,4
Cycling,Track,CTR,UCI,2024,12
Equestrian,Dressage,EDR,FEI,2024,2
Equestrian,Eventing,EVE,FEI,2024,2
Equestrian,Jumping,EJP,FEI,2024,2
Equestrian,Vaulting,EVL,FEI,2024,0
Equestrian,Driving,EDV,FEI,2024,0
Fencing,Fencing,FEN,FIE,2024,12
Field hockey,Field hockey,HOC,FIH,2024,2
Flag football,Flag football,AFB,IFAF,2024,0
Football,Football,FBL,FIFA,2024,2
Golf,Golf,GLF,IGF,2024,2
Gymnastics,Artistic,GAR,FIG,2024,14
Gymnastics,Rhythmic,GRY,FIG,2024,2
Gymnastics,Trampoline,GTR,FIG,2024,2
Handball,Indoor,HBL,IHF,2024,2
Handball,Field,HBL,IHF,2024,0
Jeu de Paume,Jeu de Paume,?,?,2024,0
Judo,Judo,JUD,IJF,2024,15
Karate,Karate,KTE,WKF,2024,0
Lacrosse,Sixes,LAX,WL,2024,0
Lacrosse,Field,LAX,WL,2024,0
Modern Pentathlon,,MPN,UIPM,2024,2
Polo,Polo,POL,FIP,2024,0
Rackets,Rackets,RQT,?,2024,0
Roque,Roque,?,?,2024,0
Rowing,Coastal,ROC,World Rowing,2024,0
Rowing,Rowing,ROW,World Rowing,2024,14
Rugby,Sevens,RU7,World Rugby,2024,2
Rugby,Union,RUG,World Rugby,2024,0
Sailing,Sailing,SAL,World Sailing,2024,10
Shooting,Shooting,SHO,ISSF,2024,15
Skateboarding,Skateboarding,SKB,World Skate,2024,4
Sport Climbing,Sport Climbing,CLB,IFSC,2024,4
Squash,Squash,SQU,WSF,2024,0
Surfing,Surfing,SRF,ISA,2024,2
Table Tennis,Table Tennis,TTE,ITTF,2024,5
Taekwondo,Taekwondo,TKW,World Taekwondo,2024,8
Tennis,Tennis,TEN,ITF,2024,5
Triathlon,Triathlon,TRI,World Triathlon,2024,3
Tug of War,Tug of War,TOW,TWIF,2024,0
Volleyball,Beach,VBV,FIVB,2024,2
Volleyball,Indoor,VVO,FIVB,2024,2
Water Motorsports,,PBT,UIM,2024,0
Weightlifting,Weightlifting,WLF,IWF,2024,10
Wrestling,Freestyle,WRF,UWW,2024,12
Wrestling,Greco-Roman,WRG,UWW,2024,6
Skating,Figure,FSK,ISU,2024,0
Ice Hockey,Ice Hockey,IHO,IIHF,2024,0
