Rank,NOC,Gold,Silver,Bronze,Total,Year,Host_NOC,Host_Flag,Total_Events_Per_Year,Athlete_Count,Sport_Count,Historical_Total,Historical_Gold,Gold_Total,Total_Total
20,Netherlands,2,6,7,15,1992,ESP,0,573,201.0,20.0,37.0,9.0,260,815
15,Netherlands,4,5,10,19,1996,USA,0,604,237.0,19.0,43.0,8.0,271,842
8,Netherlands,12,9,4,25,2000,AUS,0,667,231.0,21.0,59.0,18.0,300,927
18,Netherlands,4,9,9,22,2004,GRE,0,669,210.0,22.0,66.0,20.0,301,926
11,Netherlands,7,5,4,16,2008,CHN,0,673,233.0,20.0,63.0,23.0,302,958
13,Netherlands,6,6,8,20,2012,UNK,0,670,169.0,19.0,58.0,17.0,303,960
11,Netherlands,8,7,4,19,2016,BRA,0,682,229.0,22.0,55.0,21.0,306,972
7,Netherlands,10,12,14,36,2020,UNK,0,761,282.0,31.0,75.0,24.0,340,1080
6,Netherlands,15,7,12,34,2024,FRA,0,738,288.0,32.0,89.0,33.0,328,1039
36,Netherlands Antilles,0,1,0,1,1988,KOR,0,528,3.0,3.0,1.0,0.0,241,739
22,New Zealand,0,0,1,1,1920,BEL,0,363,4.0,3.0,1.0,0.0,155,438
23,New Zealand,0,0,1,1,1924,FRA,0,292,4.0,3.0,2.0,0.0,126,378
24,New Zealand,1,0,0,1,1928,NED,0,252,9.0,3.0,3.0,1.0,110,327
22,New Zealand,0,1,0,1,1932,USA,0,268,21.0,4.0,3.0,1.0,125,370
20,New Zealand,1,0,0,1,1936,GER,0,302,7.0,3.0,3.0,2.0,141,422
24,New Zealand,1,0,2,3,1952,FIN,0,338,14.0,5.0,5.0,2.0,149,459
16,New Zealand,2,0,0,2,1956,AUS,0,342,46.0,8.0,6.0,4.0,153,469
14,New Zealand,2,0,1,3,1960,ITA,0,340,35.0,9.0,8.0,5.0,152,461
12,New Zealand,3,0,2,5,1964,JPN,0,370,61.0,11.0,10.0,7.0,163,504
27,New Zealand,1,0,2,3,1968,UNK,0,386,52.0,8.0,11.0,6.0,174,527
23,New Zealand,1,1,1,3,1972,GER,0,439,89.0,14.0,11.0,5.0,195,600
18,New Zealand,2,1,1,4,1976,CAN,0,444,80.0,13.0,10.0,4.0,198,613
8,New Zealand,8,1,2,11,1984,USA,0,492,130.0,18.0,18.0,11.0,226,688
18,New Zealand,3,2,8,13,1988,KOR,0,528,83.0,16.0,28.0,13.0,241,739
28,New Zealand,1,4,5,10,1992,ESP,0,573,134.0,17.0,34.0,12.0,260,815
26,New Zealand,3,2,1,6,1996,USA,0,604,95.0,15.0,29.0,7.0,271,842
46,New Zealand,1,0,3,4,2000,AUS,0,667,147.0,18.0,20.0,5.0,300,927
24,New Zealand,3,2,0,5,2004,GRE,0,669,148.0,18.0,15.0,7.0,301,926
27,New Zealand,3,2,4,9,2008,CHN,0,673,178.0,17.0,18.0,7.0,302,958
14,New Zealand,6,2,5,13,2012,UNK,0,670,178.0,16.0,27.0,12.0,303,960
19,New Zealand,4,9,5,18,2016,BRA,0,682,195.0,20.0,40.0,13.0,306,972
13,New Zealand,7,6,7,20,2020,UNK,0,761,228.0,26.0,51.0,17.0,340,1080
11,New Zealand,10,7,3,20,2024,FRA,0,738,208.0,27.0,58.0,21.0,328,1039
43,Niger,0,0,1,1,1972,GER,0,439,4.0,1.0,1.0,0.0,195,600
69,Niger,0,1,0,1,2016,BRA,0,682,6.0,4.0,2.0,0.0,306,972
35,Nigeria,0,0,1,1,1964,JPN,0,370,18.0,2.0,1.0,0.0,163,504
43,Nigeria,0,0,1,1,1972,GER,0,439,25.0,2.0,2.0,0.0,195,600
30,Nigeria,0,1,1,2,1984,USA,0,492,32.0,4.0,4.0,0.0,226,688
38,Nigeria,0,3,1,4,1992,ESP,0,573,54.0,8.0,7.0,0.0,260,815
32,Nigeria,2,1,3,6,1996,USA,0,604,65.0,9.0,12.0,2.0,271,842
41,Nigeria,1,2,0,3,2000,AUS,0,667,81.0,8.0,13.0,3.0,300,927
68,Nigeria,0,0,2,2,2004,GRE,0,669,66.0,10.0,11.0,3.0,301,926
57,Nigeria,0,3,2,5,2008,CHN,0,673,74.0,10.0,10.0,1.0,302,958
78,Nigeria,0,0,1,1,2016,BRA,0,682,71.0,10.0,8.0,0.0,306,972
74,Nigeria,0,1,1,2,2020,UNK,0,761,53.0,10.0,8.0,0.0,340,1080
22,North Korea,1,1,3,5,1972,GER,0,439,37.0,10.0,5.0,1.0,195,600
21,North Korea,1,1,0,2,1976,CAN,0,444,38.0,8.0,7.0,2.0,198,613
26,North Korea,0,3,2,5,1980,URS,0,454,47.0,8.0,12.0,2.0,204,631
16,North Korea,4,0,5,9,1992,ESP,0,573,62.0,12.0,16.0,5.0,260,815
33,North Korea,2,1,2,5,1996,USA,0,604,23.0,9.0,19.0,6.0,271,842
60,North Korea,0,1,3,4,2000,AUS,0,667,31.0,10.0,18.0,6.0,300,927
57,North Korea,0,4,1,5,2004,GRE,0,669,36.0,9.0,14.0,2.0,301,926
31,North Korea,2,2,2,6,2008,CHN,0,673,58.0,12.0,15.0,2.0,302,958
21,North Korea,4,0,2,6,2012,UNK,0,670,51.0,11.0,17.0,6.0,303,960
34,North Korea,2,3,2,7,2016,BRA,0,682,30.0,9.0,19.0,8.0,306,972
68,North Korea,0,2,4,6,2024,FRA,0,738,0.0,0.0,19.0,6.0,328,1039
77,North Macedonia,0,1,0,1,2020,UNK,0,761,8.0,7.0,1.0,0.0,340,1080
17,Norway,0,2,3,5,1900,FRA,0,236,7.0,2.0,5.0,0.0,96,284
7,Norway,2,0,0,2,1904,USA,0,224,3.0,2.0,7.0,2.0,97,280
8,Norway,2,3,3,8,1908,UNK,0,267,55.0,5.0,15.0,4.0,110,324
8,Norway,3,2,5,10,1912,SWE,0,236,147.0,12.0,20.0,7.0,102,312
6,Norway,13,9,9,31,1920,BEL,0,363,134.0,15.0,49.0,18.0,155,438
7,Norway,5,2,3,10,1924,FRA,0,292,54.0,10.0,51.0,21.0,126,378
19,Norway,1,2,1,4,1928,NED,0,252,44.0,9.0,45.0,19.0,110,327
18,Norway,1,3,2,6,1936,GER,0,302,56.0,11.0,20.0,7.0,141,422
19,Norway,1,3,3,7,1948,UNK,0,312,71.0,12.0,17.0,3.0,138,411
10,Norway,3,2,0,5,1952,FIN,0,338,91.0,14.0,18.0,5.0,149,459
22,Norway,1,0,2,3,1956,AUS,0,342,16.0,5.0,15.0,5.0,153,469
21,Norway,1,0,0,1,1960,ITA,0,340,32.0,11.0,9.0,5.0,152,461
25,Norway,1,1,0,2,1968,UNK,0,386,46.0,11.0,6.0,3.0,174,527
21,Norway,2,1,1,4,1972,GER,0,439,112.0,15.0,7.0,4.0,195,600
21,Norway,1,1,0,2,1976,CAN,0,444,66.0,11.0,8.0,4.0,198,613
28,Norway,0,1,2,3,1984,USA,0,492,103.0,17.0,9.0,3.0,226,688
21,Norway,2,3,0,5,1988,KOR,0,528,69.0,11.0,10.0,3.0,241,739
22,Norway,2,4,1,7,1992,ESP,0,573,83.0,17.0,15.0,4.0,260,815
30,Norway,2,2,3,7,1996,USA,0,604,97.0,16.0,19.0,6.0,271,842
19,Norway,4,3,3,10,2000,AUS,0,667,89.0,14.0,24.0,8.0,300,927
17,Norway,5,0,1,6,2004,GRE,0,669,44.0,11.0,23.0,11.0,301,926
22,Norway,3,5,1,9,2008,CHN,0,673,80.0,15.0,25.0,12.0,302,958
34,Norway,2,1,1,4,2012,UNK,0,670,61.0,15.0,19.0,10.0,303,960
74,Norway,0,0,4,4,2016,BRA,0,682,62.0,13.0,17.0,5.0,306,972
20,Norway,4,2,2,8,2020,UNK,0,761,93.0,18.0,16.0,6.0,340,1080
18,Norway,4,1,3,8,2024,FRA,0,738,109.0,21.0,20.0,8.0,328,1039
31,Pakistan,0,1,0,1,1956,AUS,0,342,53.0,8.0,1.0,0.0,153,469
20,Pakistan,1,0,1,2,1960,ITA,0,340,43.0,7.0,3.0,1.0,152,461
30,Pakistan,0,1,0,1,1964,JPN,0,370,41.0,7.0,4.0,1.0,163,504
29,Pakistan,1,0,0,1,1968,UNK,0,386,15.0,2.0,4.0,2.0,174,527
33,Pakistan,0,1,0,1,1972,GER,0,439,24.0,5.0,3.0,1.0,195,600
37,Pakistan,0,0,1,1,1976,CAN,0,444,24.0,5.0,3.0,1.0,198,613
25,Pakistan,1,0,0,1,1984,USA,0,492,31.0,5.0,3.0,1.0,226,688
46,Pakistan,0,0,1,1,1988,KOR,0,528,30.0,6.0,3.0,1.0,241,739
54,Pakistan,0,0,1,1,1992,ESP,0,573,27.0,5.0,3.0,1.0,260,815
62,Pakistan,1,0,0,1,2024,FRA,0,738,7.0,3.0,3.0,1.0,328,1039
32,Panama,0,0,2,2,1948,UNK,0,312,1.0,1.0,2.0,0.0,138,411
53,Panama,1,0,0,1,2008,CHN,0,673,5.0,3.0,3.0,1.0,302,958
74,Panama,0,1,0,1,2024,FRA,0,738,8.0,6.0,4.0,1.0,328,1039
65,Paraguay,0,1,0,1,2004,GRE,0,669,21.0,4.0,1.0,0.0,301,926
22,Peru,1,0,0,1,1948,UNK,0,312,41.0,7.0,1.0,1.0,138,411
33,Peru,0,1,0,1,1984,USA,0,492,35.0,10.0,2.0,1.0,226,688
36,Peru,0,1,0,1,1988,KOR,0,528,21.0,7.0,3.0,1.0,241,739
49,Peru,0,1,0,1,1992,ESP,0,573,16.0,9.0,3.0,0.0,260,815
84,Peru,0,0,1,1,2024,FRA,0,738,26.0,10.0,3.0,0.0,328,1039
32,Philippines,0,0,1,1,1928,NED,0,252,4.0,2.0,1.0,0.0,110,327
25,Philippines,0,0,3,3,1932,USA,0,268,8.0,3.0,4.0,0.0,125,370
30,Philippines,0,0,1,1,1936,GER,0,302,28.0,6.0,5.0,0.0,141,422
30,Philippines,0,1,0,1,1964,JPN,0,370,44.0,9.0,5.0,0.0,163,504
46,Philippines,0,0,1,1,1988,KOR,0,528,31.0,11.0,3.0,0.0,241,739
54,Philippines,0,0,1,1,1992,ESP,0,573,26.0,9.0,3.0,0.0,260,815
61,Philippines,0,1,0,1,1996,USA,0,604,12.0,6.0,3.0,0.0,271,842
69,Philippines,0,1,0,1,2016,BRA,0,682,13.0,8.0,3.0,0.0,306,972
50,Philippines,1,2,1,4,2020,UNK,0,761,19.0,11.0,6.0,1.0,340,1080
37,Philippines,2,0,2,4,2024,FRA,0,738,22.0,9.0,9.0,3.0,328,1039
22,Poland,0,1,1,2,1924,FRA,0,292,65.0,10.0,2.0,0.0,126,378
21,Poland,1,1,3,5,1928,NED,0,252,93.0,11.0,7.0,1.0,110,327
10,Poland,3,2,4,9,1932,USA,0,268,51.0,4.0,16.0,4.0,125,370
22,Poland,0,4,5,9,1936,GER,0,302,139.0,15.0,23.0,4.0,141,422
34,Poland,0,0,1,1,1948,UNK,0,312,38.0,5.0,19.0,3.0,138,411
20,Poland,1,2,1,4,1952,FIN,0,338,125.0,11.0,14.0,1.0,149,459
17,Poland,1,4,4,9,1956,AUS,0,342,64.0,9.0,14.0,2.0,153,469
9,Poland,4,6,11,21,1960,ITA,0,340,185.0,17.0,34.0,6.0,152,461
7,Poland,7,6,10,23,1964,JPN,0,370,139.0,12.0,53.0,12.0,163,504
11,Poland,5,2,11,18,1968,UNK,0,386,177.0,16.0,62.0,16.0,174,527
7,Poland,7,5,9,21,1972,GER,0,439,284.0,22.0,62.0,19.0,195,600
6,Poland,7,6,13,26,1976,CAN,0,444,207.0,18.0,65.0,19.0,198,613
10,Poland,3,14,15,32,1980,URS,0,454,305.0,21.0,79.0,17.0,204,631
20,Poland,2,5,9,16,1988,KOR,0,528,143.0,19.0,74.0,12.0,241,739
19,Poland,3,6,10,19,1992,ESP,0,573,199.0,21.0,67.0,8.0,260,815
11,Poland,7,5,5,17,1996,USA,0,604,161.0,20.0,52.0,12.0,271,842
14,Poland,6,5,3,14,2000,AUS,0,667,183.0,20.0,50.0,16.0,300,927
23,Poland,3,2,5,10,2004,GRE,0,669,194.0,21.0,41.0,16.0,301,926
16,Poland,4,5,2,11,2008,CHN,0,673,255.0,23.0,35.0,13.0,302,958
23,Poland,3,2,6,11,2012,UNK,0,670,208.0,24.0,32.0,10.0,303,960
33,Poland,2,3,6,11,2016,BRA,0,682,230.0,24.0,33.0,9.0,306,972
17,Poland,4,5,5,14,2020,UNK,0,761,218.0,28.0,36.0,9.0,340,1080
42,Poland,1,4,5,10,2024,FRA,0,738,226.0,28.0,35.0,7.0,328,1039
23,Portugal,0,0,1,1,1924,FRA,0,292,28.0,8.0,1.0,0.0,126,378
32,Portugal,0,0,1,1,1928,NED,0,252,27.0,7.0,2.0,0.0,110,327
30,Portugal,0,0,1,1,1936,GER,0,302,16.0,4.0,3.0,0.0,141,422
26,Portugal,0,1,1,2,1948,UNK,0,312,40.0,8.0,4.0,0.0,138,411
40,Portugal,0,0,1,1,1952,FIN,0,338,63.0,10.0,4.0,0.0,149,459
32,Portugal,0,1,0,1,1960,ITA,0,340,55.0,11.0,4.0,0.0,152,461
30,Portugal,0,2,0,2,1976,CAN,0,444,19.0,6.0,4.0,0.0,198,613
23,Portugal,1,0,2,3,1984,USA,0,492,38.0,11.0,6.0,1.0,226,688
29,Portugal,1,0,0,1,1988,KOR,0,528,65.0,14.0,6.0,2.0,241,739
47,Portugal,1,0,1,2,1996,USA,0,604,106.0,18.0,6.0,3.0,271,842
69,Portugal,0,0,2,2,2000,AUS,0,667,61.0,13.0,5.0,2.0,300,927
60,Portugal,0,2,1,3,2004,GRE,0,669,80.0,16.0,7.0,1.0,301,926
47,Portugal,1,1,0,2,2008,CHN,0,673,77.0,16.0,7.0,1.0,302,958
70,Portugal,0,1,0,1,2012,UNK,0,670,76.0,14.0,6.0,1.0,303,960
78,Portugal,0,0,1,1,2016,BRA,0,682,90.0,17.0,4.0,1.0,306,972
56,Portugal,1,1,2,4,2020,UNK,0,761,93.0,22.0,6.0,1.0,340,1080
50,Portugal,1,2,1,4,2024,FRA,0,738,75.0,19.0,9.0,2.0,328,1039
34,Puerto Rico,0,0,1,1,1948,UNK,0,312,9.0,3.0,1.0,0.0,138,411
37,Puerto Rico,0,0,1,1,1976,CAN,0,444,80.0,12.0,2.0,0.0,198,613
30,Puerto Rico,0,1,1,2,1984,USA,0,492,51.0,13.0,4.0,0.0,226,688
54,Puerto Rico,0,0,1,1,1992,ESP,0,573,69.0,12.0,4.0,0.0,260,815
71,Puerto Rico,0,0,1,1,1996,USA,0,604,69.0,16.0,4.0,0.0,271,842
65,Puerto Rico,0,1,1,2,2012,UNK,0,670,25.0,8.0,4.0,0.0,303,960
54,Puerto Rico,1,0,0,1,2016,BRA,0,682,40.0,15.0,4.0,1.0,306,972
63,Puerto Rico,1,0,0,1,2020,UNK,0,761,37.0,15.0,4.0,2.0,340,1080
80,Puerto Rico,0,0,2,2,2024,FRA,0,738,51.0,13.0,4.0,2.0,328,1039
54,Qatar,0,0,1,1,1992,ESP,0,573,28.0,2.0,1.0,0.0,260,815
71,Qatar,0,0,1,1,2000,AUS,0,667,17.0,5.0,2.0,0.0,300,927
65,Qatar,0,1,1,2,2012,UNK,0,670,12.0,4.0,4.0,0.0,303,960
69,Qatar,0,1,0,1,2016,BRA,0,682,37.0,10.0,4.0,0.0,306,972
41,Qatar,2,0,1,3,2020,UNK,0,761,16.0,7.0,6.0,2.0,340,1080
84,Qatar,0,0,1,1,2024,FRA,0,738,13.0,5.0,5.0,2.0,328,1039
5,ROC,20,28,23,71,2020,UNK,0,761,0.0,0.0,71.0,20.0,340,1080
84,Refugee Olympic Team,0,0,1,1,2024,FRA,0,738,0.0,0.0,1.0,0.0,328,1039
23,Romania,0,0,1,1,1924,FRA,0,292,35.0,4.0,1.0,0.0,126,378
25,Romania,0,1,0,1,1936,GER,0,302,54.0,9.0,2.0,0.0,141,422
23,Romania,1,1,2,4,1952,FIN,0,338,114.0,15.0,6.0,1.0,149,459
9,Romania,5,3,5,13,1956,AUS,0,342,50.0,11.0,18.0,6.0,153,469
11,Romania,3,1,6,10,1960,ITA,0,340,98.0,13.0,27.0,9.0,152,461
14,Romania,2,4,6,12,1964,JPN,0,370,138.0,13.0,35.0,10.0,163,504
12,Romania,4,6,5,15,1968,UNK,0,386,82.0,9.0,37.0,9.0,174,527
13,Romania,3,6,7,16,1972,GER,0,439,159.0,16.0,43.0,9.0,195,600
9,Romania,4,9,14,27,1976,CAN,0,444,157.0,11.0,58.0,11.0,198,613
7,Romania,6,6,13,25,1980,URS,0,454,226.0,20.0,68.0,13.0,204,631
2,Romania,20,16,17,53,1984,USA,0,492,124.0,13.0,105.0,30.0,226,688
8,Romania,7,11,6,24,1988,KOR,0,528,68.0,10.0,102.0,33.0,241,739
14,Romania,4,6,8,18,1992,ESP,0,573,171.0,18.0,95.0,31.0,260,815
14,Romania,4,7,9,20,1996,USA,0,604,165.0,18.0,62.0,15.0,271,842
11,Romania,11,6,9,26,2000,AUS,0,667,145.0,16.0,64.0,19.0,300,927
14,Romania,8,5,6,19,2004,GRE,0,669,108.0,16.0,65.0,23.0,301,926
18,Romania,4,1,4,9,2008,CHN,0,673,101.0,16.0,54.0,23.0,302,958
31,Romania,2,4,1,7,2012,UNK,0,670,105.0,15.0,35.0,14.0,303,960
47,Romania,1,1,2,4,2016,BRA,0,682,94.0,15.0,20.0,7.0,306,972
46,Romania,1,3,0,4,2020,UNK,0,761,104.0,18.0,15.0,4.0,340,1080
23,Romania,3,4,2,9,2024,FRA,0,738,96.0,18.0,17.0,5.0,328,1039
2,Russia,26,21,16,63,1996,USA,0,604,389.0,25.0,63.0,26.0,271,842
2,Russia,32,28,29,89,2000,AUS,0,667,434.0,30.0,152.0,58.0,300,927
3,Russia,28,26,36,90,2004,GRE,0,669,442.0,29.0,242.0,86.0,301,926
3,Russia,24,13,23,60,2008,CHN,0,673,451.0,29.0,239.0,84.0,302,958
4,Russia,18,21,26,65,2012,UNK,0,670,422.0,30.0,215.0,70.0,303,960
4,Russia,19,17,20,56,2016,BRA,0,682,279.0,29.0,181.0,61.0,306,972
12,Russian Empire,1,2,0,3,1908,UNK,0,267,0.0,0.0,3.0,1.0,110,324
16,Russian Empire,0,2,3,5,1912,SWE,0,236,0.0,0.0,8.0,1.0,102,312
55,Saint Lucia,1,1,0,2,2024,FRA,0,738,4.0,3.0,2.0,1.0,328,1039
72,Samoa,0,1,0,1,2008,CHN,0,673,6.0,5.0,1.0,0.0,302,958
72,San Marino,0,1,2,3,2020,UNK,0,761,5.0,4.0,3.0,0.0,340,1080
61,Saudi Arabia,0,1,1,2,2000,AUS,0,667,18.0,5.0,2.0,0.0,300,927
79,Saudi Arabia,0,0,1,1,2012,UNK,0,670,18.0,5.0,3.0,0.0,303,960
77,Saudi Arabia,0,1,0,1,2020,UNK,0,761,33.0,9.0,4.0,0.0,340,1080
36,Senegal,0,1,0,1,1988,KOR,0,528,23.0,4.0,1.0,0.0,241,739
64,Serbia,0,1,2,3,2008,CHN,0,673,87.0,11.0,3.0,0.0,302,958
42,Serbia,1,1,2,4,2012,UNK,0,670,116.0,15.0,7.0,1.0,303,960
32,Serbia,2,4,2,8,2016,BRA,0,682,103.0,14.0,15.0,3.0,306,972
28,Serbia,3,1,5,9,2020,UNK,0,761,87.0,16.0,21.0,6.0,340,1080
27,Serbia,3,1,1,5,2024,FRA,0,738,114.0,16.0,22.0,8.0,328,1039
61,Serbia and Montenegro,0,2,0,2,2004,GRE,0,669,85.0,14.0,2.0,0.0,301,926
32,Singapore,0,1,0,1,1960,ITA,0,340,2.0,2.0,1.0,0.0,152,461
72,Singapore,0,1,0,1,2008,CHN,0,673,25.0,6.0,2.0,0.0,302,958
77,Singapore,0,0,2,2,2012,UNK,0,670,23.0,9.0,4.0,0.0,303,960
54,Singapore,1,0,0,1,2016,BRA,0,682,24.0,7.0,4.0,1.0,306,972
84,Singapore,0,0,1,1,2024,FRA,0,738,23.0,11.0,4.0,1.0,328,1039
43,Slovakia,1,1,1,3,1996,USA,0,604,67.0,14.0,3.0,1.0,271,842
39,Slovakia,1,3,1,5,2000,AUS,0,667,108.0,16.0,8.0,2.0,300,927
29,Slovakia,2,2,2,6,2004,GRE,0,669,63.0,14.0,14.0,4.0,301,926
26,Slovakia,3,3,0,6,2008,CHN,0,673,57.0,14.0,17.0,6.0,302,958
63,Slovakia,0,1,3,4,2012,UNK,0,670,47.0,11.0,16.0,5.0,303,960
37,Slovakia,2,2,0,4,2016,BRA,0,682,51.0,12.0,14.0,5.0,306,972
50,Slovakia,1,2,1,4,2020,UNK,0,761,41.0,14.0,12.0,3.0,340,1080
84,Slovakia,0,0,1,1,2024,FRA,0,738,28.0,13.0,9.0,3.0,328,1039
52,Slovenia,0,0,2,2,1992,ESP,0,573,35.0,12.0,2.0,0.0,260,815
55,Slovenia,0,2,0,2,1996,USA,0,604,37.0,8.0,4.0,0.0,271,842
36,Slovenia,2,0,0,2,2000,AUS,0,667,74.0,13.0,6.0,2.0,300,927
63,Slovenia,0,1,3,4,2004,GRE,0,669,78.0,10.0,8.0,2.0,301,926
39,Slovenia,1,2,2,5,2008,CHN,0,673,61.0,11.0,11.0,3.0,302,958
42,Slovenia,1,1,2,4,2012,UNK,0,670,65.0,15.0,13.0,2.0,303,960
45,Slovenia,1,2,1,4,2016,BRA,0,682,63.0,12.0,13.0,3.0,306,972
31,Slovenia,3,1,1,5,2020,UNK,0,761,53.0,17.0,13.0,5.0,340,1080
34,Slovenia,2,1,0,3,2024,FRA,0,738,94.0,17.0,12.0,6.0,328,1039
14,South Africa,1,1,0,2,1908,UNK,0,267,14.0,4.0,2.0,1.0,110,324
7,South Africa,4,2,0,6,1912,SWE,0,236,21.0,6.0,8.0,5.0,102,312
11,South Africa,3,4,3,10,1920,BEL,0,363,38.0,7.0,18.0,8.0,155,438
18,South Africa,1,1,1,3,1924,FRA,0,292,30.0,7.0,19.0,8.0,126,378
23,South Africa,1,0,2,3,1928,NED,0,252,24.0,7.0,16.0,5.0,110,327
15,South Africa,2,0,3,5,1932,USA,0,268,11.0,4.0,11.0,4.0,125,370
25,South Africa,0,1,0,1,1936,GER,0,302,32.0,6.0,9.0,3.0,141,422
18,South Africa,2,1,1,4,1948,UNK,0,312,35.0,10.0,10.0,4.0,138,411
12,South Africa,2,4,4,10,1952,FIN,0,338,61.0,13.0,15.0,4.0,149,459
33,South Africa,0,0,4,4,1956,AUS,0,342,45.0,10.0,18.0,4.0,153,469
28,South Africa,0,1,2,3,1960,ITA,0,340,53.0,12.0,17.0,2.0,152,461
41,South Africa,0,2,0,2,1992,ESP,0,573,93.0,19.0,9.0,0.0,260,815
27,South Africa,3,1,1,5,1996,USA,0,604,84.0,14.0,10.0,3.0,271,842
55,South Africa,0,2,3,5,2000,AUS,0,667,127.0,17.0,12.0,3.0,300,927
43,South Africa,1,3,2,6,2004,GRE,0,669,106.0,20.0,16.0,4.0,301,926
72,South Africa,0,1,0,1,2008,CHN,0,673,134.0,20.0,12.0,1.0,302,958
20,South Africa,4,1,1,6,2012,UNK,0,670,124.0,17.0,13.0,5.0,303,960
29,South Africa,2,6,2,10,2016,BRA,0,682,135.0,15.0,17.0,6.0,306,972
52,South Africa,1,2,0,3,2020,UNK,0,761,181.0,23.0,19.0,7.0,340,1080
44,South Africa,1,3,2,6,2024,FRA,0,738,141.0,24.0,19.0,4.0,328,1039
32,South Korea,0,0,2,2,1948,UNK,0,312,46.0,7.0,2.0,0.0,138,411
37,South Korea,0,0,2,2,1952,FIN,0,338,19.0,6.0,4.0,0.0,149,459
29,South Korea,0,1,1,2,1956,AUS,0,342,35.0,7.0,6.0,0.0,153,469
27,South Korea,0,2,1,3,1964,JPN,0,370,153.0,17.0,7.0,0.0,163,504
36,South Korea,0,1,1,2,1968,UNK,0,386,54.0,11.0,7.0,0.0,174,527
33,South Korea,0,1,0,1,1972,GER,0,439,42.0,8.0,6.0,0.0,195,600
19,South Korea,1,1,4,6,1976,CAN,0,444,50.0,5.0,9.0,1.0,198,613
10,South Korea,6,6,7,19,1984,USA,0,492,174.0,19.0,26.0,7.0,226,688
4,South Korea,12,10,11,33,1988,KOR,1,528,398.0,27.0,58.0,19.0,241,739
7,South Korea,12,5,12,29,1992,ESP,0,573,215.0,24.0,81.0,30.0,260,815
10,South Korea,7,15,5,27,1996,USA,0,604,288.0,25.0,89.0,31.0,271,842
12,South Korea,8,10,10,28,2000,AUS,0,667,271.0,26.0,84.0,27.0,300,927
9,South Korea,9,12,9,30,2004,GRE,0,669,249.0,25.0,85.0,24.0,301,926
7,South Korea,13,11,8,32,2008,CHN,0,673,253.0,27.0,90.0,30.0,302,958
5,South Korea,13,9,9,31,2012,UNK,0,670,243.0,25.0,93.0,35.0,303,960
8,South Korea,9,3,9,21,2016,BRA,0,682,199.0,26.0,84.0,35.0,306,972
16,South Korea,6,4,10,20,2020,UNK,0,761,237.0,31.0,72.0,28.0,340,1080
8,South Korea,13,9,10,32,2024,FRA,0,738,0.0,0.0,73.0,28.0,328,1039
2,Soviet Union,22,30,19,71,1952,FIN,0,338,287.0,18.0,71.0,22.0,149,459
1,Soviet Union,37,29,32,98,1956,AUS,0,342,271.0,18.0,169.0,59.0,153,469
1,Soviet Union,43,29,31,103,1960,ITA,0,340,273.0,17.0,272.0,102.0,152,461
2,Soviet Union,30,31,35,96,1964,JPN,0,370,306.0,19.0,297.0,110.0,163,504
2,Soviet Union,29,32,30,91,1968,UNK,0,386,311.0,18.0,290.0,102.0,174,527
1,Soviet Union,50,27,22,99,1972,GER,0,439,371.0,22.0,286.0,109.0,195,600
1,Soviet Union,49,41,35,125,1976,CAN,0,444,408.0,22.0,315.0,128.0,198,613
1,Soviet Union,80,69,46,195,1980,URS,1,454,489.0,23.0,419.0,179.0,204,631
1,Soviet Union,55,31,46,132,1988,KOR,0,528,479.0,27.0,452.0,184.0,241,739
14,Spain,1,0,0,1,1900,FRA,0,236,4.0,3.0,1.0,1.0,96,284
17,Spain,0,2,0,2,1920,BEL,0,363,58.0,7.0,3.0,1.0,155,438
24,Spain,1,0,0,1,1928,NED,0,252,75.0,10.0,4.0,2.0,110,327
26,Spain,0,0,1,1,1932,USA,0,268,7.0,3.0,4.0,1.0,125,370
28,Spain,0,1,0,1,1948,UNK,0,312,62.0,11.0,3.0,1.0,138,411
34,Spain,0,1,0,1,1952,FIN,0,338,27.0,7.0,3.0,0.0,149,459
41,Spain,0,0,1,1,1960,ITA,0,340,133.0,16.0,3.0,0.0,152,461
43,Spain,0,0,1,1,1972,GER,0,439,122.0,17.0,3.0,0.0,195,600
30,Spain,0,2,0,2,1976,CAN,0,444,113.0,14.0,4.0,0.0,198,613
20,Spain,1,3,2,6,1980,URS,0,454,155.0,18.0,9.0,1.0,204,631
20,Spain,1,2,2,5,1984,USA,0,492,179.0,23.0,13.0,2.0,226,688
25,Spain,1,1,2,4,1988,KOR,0,528,226.0,24.0,15.0,3.0,241,739
6,Spain,13,7,2,22,1992,ESP,1,573,412.0,29.0,31.0,15.0,260,815
13,Spain,5,6,6,17,1996,USA,0,604,280.0,21.0,43.0,19.0,271,842
25,Spain,3,3,5,11,2000,AUS,0,667,316.0,27.0,50.0,21.0,300,927
20,Spain,3,11,6,20,2004,GRE,0,669,310.0,27.0,48.0,11.0,301,926
14,Spain,5,11,3,19,2008,CHN,0,673,281.0,29.0,50.0,11.0,302,958
17,Spain,4,10,6,20,2012,UNK,0,670,274.0,27.0,59.0,12.0,303,960
14,Spain,7,4,6,17,2016,BRA,0,682,303.0,28.0,56.0,16.0,306,972
22,Spain,3,8,6,17,2020,UNK,0,761,334.0,36.0,54.0,14.0,340,1080
15,Spain,5,4,9,18,2024,FRA,0,738,400.0,39.0,52.0,15.0,328,1039
